mal_id,name,english_name,japanese_name,score,genres,type,episodes,aired,premiered,release_year,release_season,producers,studios,source,duration,rating,ranked,popularity,members,favorites,synopsis,img_url,weighted_score,log_members,log_favorites,primary_genre,content_soup,genres_list,score_norm
36657,Stone Age,Stone Age,스톤에이지,,"Kids, Fantasy",TV,26.0,"Jul 12, 2017 to May 2, 2018",Summer 2017,2017,Summer,Unknown,Unknown,Game,10 min. per ep.,G - All Ages,12227.0,15317,176,0,"animated adaptation of the mobile game of the same name. Each episode is composed of two stories. The story is set in the future, after the destruction of machine civilization which leaves humans in a more primitive state. Dinosaurs, woolly mammoths, saber-tooth tigers, etc. roam free, as their species were brought back to life and modified to be friendlier thanks to cloning fossil samples during the machine civilization era. Children can become Stone Leaders by having one of these creatures as a ""pet"" which they can do friendly battles with against others.",https://cdn.myanimelist.net/images/anime/6/88595.jpg,6.51,5.1761,0.0,Kids,"stone age tv source: game kids, fantasy animated adaptation of the mobile game of the same name. each episode is composed of two stories. the story is set in the future, after the destruction of machine civilization which leaves humans in a more primitive state. dinosaurs, woolly mammoths, saber-tooth tigers, etc. roam free, as their species were brought back to life and modified to be friendlier thanks to cloning fossil samples during the machine civilization era. children can become stone leaders by having one of these creatures as a ""pet"" which they can do friendly battles with against others.","['Kids', 'Fantasy']",
25615,Genki Genki Non-tan (2006),Unknown,げんき げんき ノンタン,,"Music, Kids",TV,10.0,"Oct 2, 2006 to Oct 13, 2006",Fall 2006,2006,Fall,Nippon Columbia,Polygon Pictures,Picture book,6 min. per ep.,G - All Ages,14112.0,15331,176,0,Direct continuation of the second season. Also labeled as episode 26-35.,https://cdn.myanimelist.net/images/anime/6/65137.jpg,6.51,5.1761,0.0,Music,"genki genki non-tan (2006) tv source: picture book studio: polygon pictures music, kids direct continuation of the second season. also labeled as episode 26-35.","['Music', 'Kids']",
34815,Ningyohime,The Little Mermaid,にんぎょひめ,,"Kids, Fantasy",Movie,1.0,1974,,1974,Unknown,Gakken,Unknown,Book,18 min.,G - All Ages,11140.0,15293,176,1,stop-motion film adaptation of Hans Christian Andersen's The Little Mermaid .,https://cdn.myanimelist.net/images/anime/12/84020.jpg,6.51,5.1761,0.6931,Kids,"ningyohime the little mermaid movie source: book kids, fantasy stop-motion film adaptation of hans christian andersen's the little mermaid .","['Kids', 'Fantasy']",
32628,Columbus no Daibouken,Unknown,コロンブスの大冒険,,"Adventure, Historical, Drama",OVA,1.0,"Dec 23, 1992",,1992,Unknown,SPO Entertainment,Unknown,Original,1 hr. 10 min.,G - All Ages,13722.0,15330,176,0,"s he nears the New World, Christopher Columbus tells cabin boy Paco about his youthful hardships, the difficulties of convincing others of his vision, and the final victory when King Ferdinand and Queen Isabella agreed to sponsor his trip. The sailors are doubtful, though Columbus is vindicated when they arrive on land, but it's not as the planned destination of Japan.",https://cdn.myanimelist.net/images/anime/11/78334.jpg,6.51,5.1761,0.0,Adventure,"columbus no daibouken ova source: original adventure, historical, drama s he nears the new world, christopher columbus tells cabin boy paco about his youthful hardships, the difficulties of convincing others of his vision, and the final victory when king ferdinand and queen isabella agreed to sponsor his trip. the sailors are doubtful, though columbus is vindicated when they arrive on land, but it's not as the planned destination of japan.","['Adventure', 'Historical', 'Drama']",
16572,Dokgotak: Taeyang-eul Hyanghae Deonjyeola,Unknown,독고탁 태양을 향해 던져라,,Sports,Movie,1.0,1983,,1983,Unknown,Unknown,Unknown,Unknown,1 hr. 17 min.,PG - Children,13815.0,15306,175,0,Dokgotak: Taeyang-eul Hyanghae Deonjyeola is an Movie production exploring Sports.,https://cdn.myanimelist.net/images/anime/6/44676.jpg,6.51,5.1705,0.0,Sports,dokgotak: taeyang-eul hyanghae deonjyeola movie sports dokgotak: taeyang-eul hyanghae deonjyeola is an movie production exploring sports.,['Sports'],
23315,Zettai Zetsumei Dangerous Jiisan Special-ban,Unknown,絶体絶命でんぢゃらすじーさん スペシャル版,,"Comedy, Kids",Special,1.0,"Dec 30, 2003",,2003,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,13097.0,15316,175,0,Jiisan tries to compete at the local marathon against all his friends.,https://cdn.myanimelist.net/images/anime/3/60259.jpg,6.51,5.1705,0.0,Comedy,"zettai zetsumei dangerous jiisan special-ban special comedy, kids jiisan tries to compete at the local marathon against all his friends.","['Comedy', 'Kids']",
43207,Onegai Patron-sama! Episode 0,Dear My Patron,おねがいっパトロンさま！「episode0」,,Slice of Life,ONA,1.0,"Oct 11, 2020",,2020,Unknown,Unknown,TANOsim,Original,16 min.,PG-13 - Teens 13 or older,11351.0,15338,175,0,The encounter between Asahi and Ryouya.,,6.51,5.1705,0.0,Slice of Life,onegai patron-sama! episode 0 dear my patron ona source: original studio: tanosim slice of life the encounter between asahi and ryouya.,['Slice of Life'],
35308,Lion x Kamiusagi Rope,Unknown,ライオン×紙兎ロペ,,"Comedy, Slice of Life",ONA,3.0,"Dec, 2014",,2014,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,15310.0,15316,175,0,"collaboration between Kamiusagi Rope and Lion Corporation , a toiletry company for their end-of-the-year toothbrush replacement campaign.",https://cdn.myanimelist.net/images/anime/6/85031.jpg,6.51,5.1705,0.0,Comedy,"lion x kamiusagi rope ona source: original comedy, slice of life collaboration between kamiusagi rope and lion corporation , a toiletry company for their end-of-the-year toothbrush replacement campaign.","['Comedy', 'Slice of Life']",
37853,Sanuki Eiga-sai Opening Eizou,Unknown,さぬき映画祭オープニング映像,,"Dementia, Music",Movie,2.0,"Feb 13, 2015 to Feb 11, 2016",,2015,Unknown,Unknown,Unknown,Original,15 sec. per ep.,G - All Ages,11825.0,15319,175,0,Sanuki Film Festival in 2015 and 2016 had opening animations to officially launch the beginning of the festival.,https://cdn.myanimelist.net/images/anime/1532/92751.jpg,6.51,5.1705,0.0,Dementia,"sanuki eiga-sai opening eizou movie source: original dementia, music sanuki film festival in 2015 and 2016 had opening animations to officially launch the beginning of the festival.","['Dementia', 'Music']",
22421,Licca-chan to Mahou no Kuni,Unknown,リカちゃんと魔法の国,,"Fantasy, Kids",ONA,7.0,"Oct 9, 2009 to Nov 20, 2009",,2009,Unknown,Unknown,DLE,Unknown,6 min. per ep.,G - All Ages,15299.0,15304,175,0,"Takara Tomy's popular doll ""Licca-chan"" got it's own animation ""Licca-chan and the Magical World"" produced by DLE Inc. This time the theme is a telephone, based on Licca-chan's (Rika-chan's) phone, and the story has elements that capture the girls' hearts such as Magic and Becoming a Princess. As supporting characters there's the vivid colored ""Bear"", a humorous take on princess as ""Ann Queen"" (voiced by Asa Komuro) and other original characters, creating an original scenario.",https://cdn.myanimelist.net/images/anime/12/58617.jpg,6.51,5.1705,0.0,Fantasy,"licca-chan to mahou no kuni ona studio: dle fantasy, kids takara tomy's popular doll ""licca-chan"" got it's own animation ""licca-chan and the magical world"" produced by dle inc. this time the theme is a telephone, based on licca-chan's (rika-chan's) phone, and the story has elements that capture the girls' hearts such as magic and becoming a princess. as supporting characters there's the vivid colored ""bear"", a humorous take on princess as ""ann queen"" (voiced by asa komuro) and other original characters, creating an original scenario.","['Fantasy', 'Kids']",
33753,Tian Xin Ge Ge 2nd Season,Ori-Princess 2nd Season,甜心格格 第2季,,"Comedy, Historical, Kids",TV,52.0,"Sep 27, 2012 to Nov 12, 2012",Fall 2012,2012,Fall,Unknown,Puzzle Animation Studio Limited,Original,22 min. per ep.,Unknown,12500.0,15384,175,1,"Chinese prince meets a regular civilian during his travels and quickly falls in love. They marry and have a daughter, but the prince is soon separated from them during a rebellion. Many years later, the prince has become emperor and locates his lost daughter. She comes to live with him, but unfortunately has picked up several unrefined habits during her times as a civilian.",https://cdn.myanimelist.net/images/anime/7/81269.jpg,6.51,5.1705,0.6931,Comedy,"tian xin ge ge 2nd season ori-princess 2nd season tv source: original studio: puzzle animation studio limited comedy, historical, kids chinese prince meets a regular civilian during his travels and quickly falls in love. they marry and have a daughter, but the prince is soon separated from them during a rebellion. many years later, the prince has become emperor and locates his lost daughter. she comes to live with him, but unfortunately has picked up several unrefined habits during her times as a civilian.","['Comedy', 'Historical', 'Kids']",
33422,Nyancos: Hello! Our Brilliant Future Digest,Unknown,ニャンコス Hello! Our Brilliant Future Digest,,"Sci-Fi, Space",Special,1.0,"Dec 17, 2003",,2003,Unknown,Nippon Columbia,Unknown,Original,4 min.,G - All Ages,11228.0,15308,175,0,cap of Nyancos OVA with added dialogue.,https://cdn.myanimelist.net/images/anime/3/80347.jpg,6.51,5.1705,0.0,Sci-Fi,"nyancos: hello! our brilliant future digest special source: original sci-fi, space cap of nyancos ova with added dialogue.","['Sci-Fi', 'Space']",
19325,Kwaegeol Longman Narongi,Unknown,쾌걸롱맨 나롱이,,"Adventure, Kids",TV,52.0,"Jan, 2006 to Mar, 2007",Winter 2006,2006,Winter,Studio Kaab,Unknown,Original,15 min. per ep.,G - All Ages,15239.0,15336,175,1,Someone is out to conquer Lulu forest and it's up to the Nalong and his friends to to figure out who and stop them! When Nalong's girlfriend Ukkya is taken by force and Longman is zapped by a laser beam resulting in an unfavorable transformation--Nalong has more on his plate than he can handle!,https://cdn.myanimelist.net/images/anime/8/51823.jpg,6.51,5.1705,0.6931,Adventure,"kwaegeol longman narongi tv source: original adventure, kids someone is out to conquer lulu forest and it's up to the nalong and his friends to to figure out who and stop them! when nalong's girlfriend ukkya is taken by force and longman is zapped by a laser beam resulting in an unfavorable transformation--nalong has more on his plate than he can handle!","['Adventure', 'Kids']",
35126,Chibi Maruko-chan: Jishin wo Kangaeru,Unknown,ちびまる子ちゃん　地震を考える,,"Drama, Kids",OVA,1.0,,,,Unknown,Unknown,Unknown,Manga,13 min.,G - All Ages,13594.0,15323,175,0,aruko-chan teaches earthquake safety techniques.,https://cdn.myanimelist.net/images/anime/8/84722.jpg,6.51,5.1705,0.0,Drama,"chibi maruko-chan: jishin wo kangaeru ova source: manga drama, kids aruko-chan teaches earthquake safety techniques.","['Drama', 'Kids']",
35935,Koto no Shidai,The State of Things,ことの次第,,"Music, Dementia",Music,1.0,"Jul 13, 2017",,2017,Unknown,Space Shower Music,Unknown,Original,3 min.,G - All Ages,15164.0,15335,175,0,"Official music video for Tamaki Roy's song Koto no Shidai , which was released on his album ""Nagi"" on June 21, 2017.",https://cdn.myanimelist.net/images/anime/10/86847.jpg,6.51,5.1705,0.0,Music,"koto no shidai the state of things music source: original music, dementia official music video for tamaki roy's song koto no shidai , which was released on his album ""nagi"" on june 21, 2017.","['Music', 'Dementia']",
32629,"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",Unknown,すばらしい世界旅行　ニューヨークの旅“コンピュートピア西暦２０００年の物語”,,Sci-Fi,Special,2.0,"Jan 7, 1968 to Jan 14, 1968",,1968,Unknown,Nippon Television Network,Unknown,Original,30 min. per ep.,G - All Ages,12243.0,15317,175,1,"scifi documentary about the way New York might be in the distant year 2000, using real photographs of computer innards as backdrops for the cel animation.",,6.51,5.1705,0.6931,Sci-Fi,"subarashii sekai ryokou: new york tabi ""computopia seireki nisennen no monogatari"" special source: original sci-fi scifi documentary about the way new york might be in the distant year 2000, using real photographs of computer innards as backdrops for the cel animation.",['Sci-Fi'],
25101,Sumiko,Unknown,スミ子,,"Comedy, Slice of Life, Kids",Special,2.0,2008,,2008,Unknown,Opera House,Unknown,Original,5 min. per ep.,G - All Ages,12259.0,15320,175,0,Shorts following a young girl's life.,https://cdn.myanimelist.net/images/anime/5/64165.jpg,6.51,5.1705,0.0,Comedy,"sumiko special source: original comedy, slice of life, kids shorts following a young girl's life.","['Comedy', 'Slice of Life', 'Kids']",
24041,Jarujio Animal,Unknown,ジャルジオ・アニマール,,"Adventure, Comedy, Parody",TV,10.0,"Apr 26, 2010 to Jun 28, 2010",Spring 2010,2010,Spring,Unknown,Unknown,Unknown,4 min. per ep.,PG - Children,14667.0,15343,175,1,The real female idol group PASSPO☆ are the stars of this anime. The PASSPO☆ members are represented as animals and go on flight-attendant adventures.,https://cdn.myanimelist.net/images/anime/4/62319.jpg,6.51,5.1705,0.6931,Adventure,"jarujio animal tv adventure, comedy, parody the real female idol group passpo☆ are the stars of this anime. the passpo☆ members are represented as animals and go on flight-attendant adventures.","['Adventure', 'Comedy', 'Parody']",
36066,The Sun Sank,The Sunk Sank,The Sunk Sank,,Music,Music,1.0,"Sep 17, 2009",,2009,Unknown,Hipland Music Corporation,Unknown,Music,5 min.,G - All Ages,12484.0,15314,175,0,"music video for LITE's song ""The Sun Sank.""",https://cdn.myanimelist.net/images/anime/11/87186.jpg,6.51,5.1705,0.0,Music,"the sun sank the sunk sank music source: music music music video for lite's song ""the sun sank.""",['Music'],
38384,Toyo Suisan x Tanuki to Kitsune,Unknown,東洋水産×「タヌキとキツネ」,,Comedy,Special,1.0,"Sep 24, 2018",,2018,Unknown,Unknown,Unknown,Web manga,35 sec.,G - All Ages,12580.0,15348,174,0,collaboration between Tanuki to Kitsune and Touyou Suisan's Maruchan instant noodle line Akai Kitsune (udon with abura-age) and Midori no Tanuki (soba with ten-kasu) and 7Eleven . Where if people by two instant noodles at 7Eleven they can receive 1 of 4 Tanuki to Kitsune mini-manga.,https://cdn.myanimelist.net/images/anime/1287/94808.jpg,6.51,5.1648,0.0,Comedy,toyo suisan x tanuki to kitsune special source: web manga comedy collaboration between tanuki to kitsune and touyou suisan's maruchan instant noodle line akai kitsune (udon with abura-age) and midori no tanuki (soba with ten-kasu) and 7eleven . where if people by two instant noodles at 7eleven they can receive 1 of 4 tanuki to kitsune mini-manga.,['Comedy'],
38907,Yasashii Akuma,The Kind Devil,やさしいあくま,,"Demons, Kids",ONA,1.0,"Dec 26, 2018",,2018,Unknown,Unknown,Kate Arrow,Picture book,25 min.,G - All Ages,12978.0,15355,174,0,"mazon Prime Japan Video exclusive. Foo, a kind boy, lives together with his grandmother. However, Foo has no friends. One day, as Foo is off picking herbs on a mountain to treat his grandmother's illness, he finds himself lost. But then he is saved by a boy demon with bright-red skin named Smoochy. The two kind yet friendless boys meet and become each other's first friend. The two begin to spend their days playing together, until one day Foo suddenly stops coming to the mountain.",https://cdn.myanimelist.net/images/anime/1967/97897.jpg,6.51,5.1648,0.0,Demons,"yasashii akuma the kind devil ona source: picture book studio: kate arrow demons, kids mazon prime japan video exclusive. foo, a kind boy, lives together with his grandmother. however, foo has no friends. one day, as foo is off picking herbs on a mountain to treat his grandmother's illness, he finds himself lost. but then he is saved by a boy demon with bright-red skin named smoochy. the two kind yet friendless boys meet and become each other's first friend. the two begin to spend their days playing together, until one day foo suddenly stops coming to the mountain.","['Demons', 'Kids']",
24683,Manzai Taikouki,Unknown,マンザイ太閤記,,"Comedy, Historical, Seinen",Movie,1.0,"Nov 28, 1981",,1981,Unknown,Tokyo Movie Shinsha,Unknown,Unknown,1 hr. 40 min.,Unknown,15440.0,15366,174,0,"Manzai Taikouki is an Movie production exploring Comedy, Historical, Seinen.",https://cdn.myanimelist.net/images/anime/11/63535.jpg,6.51,5.1648,0.0,Comedy,"manzai taikouki movie comedy, historical, seinen manzai taikouki is an movie production exploring comedy, historical, seinen.","['Comedy', 'Historical', 'Seinen']",
41022,Mousou Kanshou Daishou Renmei feat. Hatsune Miku,Unknown,妄想感傷代償連盟 feat. 初音ミク,6.14,Music,Music,1.0,"Nov 18, 2016",,2016,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,7611.0,15365,174,0,Mousou Kanshou Daishou Renmei feat. Hatsune Miku is an Music production exploring Music.,,6.51,5.1648,0.0,Music,mousou kanshou daishou renmei feat. hatsune miku music source: original music mousou kanshou daishou renmei feat. hatsune miku is an music production exploring music.,['Music'],0.5845
40003,Animatope,Unknown,Animatope,,"Music, Dementia",Special,1.0,"Jan 14, 2011",,2011,Unknown,Unknown,Unknown,Original,30 sec.,G - All Ages,13278.0,15364,174,0,"Space Shower TV Station ID directed by Takashi Ohashi, with music by composed by Yuri Habuka and sung by PUPI.",https://cdn.myanimelist.net/images/anime/1335/101673.jpg,6.51,5.1648,0.0,Music,"animatope special source: original music, dementia space shower tv station id directed by takashi ohashi, with music by composed by yuri habuka and sung by pupi.","['Music', 'Dementia']",
35283,Kamiusagi Rope x ROPÉ Sisters,Unknown,紙兎ロペ×ROPÉ SISTERS,,Comedy,ONA,2.0,"Feb 21, 2017 to Aug 2, 2017",,2017,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,14852.0,15344,174,0,collaboration between the Kamiusagi Rope anime franchise and ROPÉ a Japanese fashion brand for the brand's 50th anniversary of its three sister fashion lines.,https://cdn.myanimelist.net/images/anime/4/84987.jpg,6.51,5.1648,0.0,Comedy,kamiusagi rope x ropé sisters ona source: original comedy collaboration between the kamiusagi rope anime franchise and ropé a japanese fashion brand for the brand's 50th anniversary of its three sister fashion lines.,['Comedy'],
18341,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2,Unknown,プロ野球を10倍楽しく見る方法PART2,,"Comedy, Sports",Movie,1.0,"Apr 21, 1984",,1984,Unknown,"Fuji TV, Filmlink International",Unknown,Unknown,1 hr. 46 min.,PG-13 - Teens 13 or older,11639.0,15357,174,0,Sequel of The Racing Baseball .,https://cdn.myanimelist.net/images/anime/13/49121.jpg,6.51,5.1648,0.0,Comedy,"pro yakyuu wo 10-bai tanoshiku miru houhou part 2 movie comedy, sports sequel of the racing baseball .","['Comedy', 'Sports']",
35295,Washimo 5th Season,Unknown,わしも-wasimo-(第5シリーズ),,"Sci-Fi, Slice of Life, Comedy, Kids, School",TV,44.0,"Apr 3, 2017 to Nov 14, 2017",Spring 2017,2017,Spring,Unknown,Studio Deen,Picture book,10 min. per ep.,G - All Ages,12800.0,15319,174,0,Fifth season of the Washimo series.,https://cdn.myanimelist.net/images/anime/12/85015.jpg,6.51,5.1648,0.0,Sci-Fi,"washimo 5th season tv source: picture book studio: studio deen sci-fi, slice of life, comedy, kids, school fifth season of the washimo series.","['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",
39182,H'or Cafe,H'or Cafe,H’or Cafe,,Music,Special,1.0,"Nov 3, 2014",,2014,Unknown,Unknown,Unknown,Other,1 min.,G - All Ages,14215.0,15373,174,2,"Commercial for H'or Cafe, directed by Masanobu Hiraoka, based off illustrations by Masaki Hanahara.",https://cdn.myanimelist.net/images/anime/1452/98740.jpg,6.51,5.1648,1.0986,Music,"h'or cafe special source: other music commercial for h'or cafe, directed by masanobu hiraoka, based off illustrations by masaki hanahara.",['Music'],
20205,Yama ni Kagayaku: Guide-ken Heiji Gou,Unknown,山に輝く ガイド犬平治号,,"Drama, Slice of Life",Special,1.0,"Apr 21, 2012",,2012,Unknown,Unknown,Toei Animation,Unknown,28 min.,G - All Ages,12926.0,15317,174,0,short story about a mountain guide dog Heiji.,https://cdn.myanimelist.net/images/anime/7/53781.jpg,6.51,5.1648,0.0,Drama,"yama ni kagayaku: guide-ken heiji gou special studio: toei animation drama, slice of life short story about a mountain guide dog heiji.","['Drama', 'Slice of Life']",
35305,Kamiusagi Rope x Tokyo Gas,Unknown,紙兎ロペ×東京ガス,,"Comedy, Slice of Life",ONA,2.0,"Sep 19, 2013 to Oct 7, 2013",,2013,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,14852.0,15345,174,0,collaboration between Kamiusagi Rope and Tokyo Gas promoting a special gas exhibition campaign.,https://cdn.myanimelist.net/images/anime/7/85028.jpg,6.51,5.1648,0.0,Comedy,"kamiusagi rope x tokyo gas ona source: original comedy, slice of life collaboration between kamiusagi rope and tokyo gas promoting a special gas exhibition campaign.","['Comedy', 'Slice of Life']",
36464,Oshushi Da yo,Oshushidayo,おしゅしだよ,,"Comedy, Slice of Life",ONA,10.0,"Oct 20, 2017 to Dec 22, 2017",,2017,Unknown,Anime Beans,Unknown,Web manga,3 min. per ep.,G - All Ages,11391.0,15328,174,1,"Oshushi Da yo is an ONA production exploring Comedy, Slice of Life.",https://cdn.myanimelist.net/images/anime/7/88033.jpg,6.51,5.1648,0.6931,Comedy,"oshushi da yo oshushidayo ona source: web manga comedy, slice of life oshushi da yo is an ona production exploring comedy, slice of life.","['Comedy', 'Slice of Life']",
31690,Chuugakusei,chu-gakusei.,中学星,,Comedy,OVA,2.0,"May 13, 2011 to Apr 27, 2012",,2011,Unknown,Unknown,Unknown,Original,37 min. per ep.,Unknown,13689.0,15365,174,0,"The story takes place on a faraway planet, called ""Chuu-Gakusei,"" where everything is in monochrome. The story follows Tanaka Satou, a junior high school teacher. All his students share the same name of Hiroshi Abe. Both the teacher and students wear a white, skin-tight garment that covers the entire body, including hands, feet and face. A new character, Black Teacher, is introduced and reveals the existence of the Kuro Chuu-Gakusei, an all-black version of the planet.",https://cdn.myanimelist.net/images/anime/10/76394.jpg,6.51,5.1648,0.0,Comedy,"chuugakusei chu-gakusei. ova source: original comedy the story takes place on a faraway planet, called ""chuu-gakusei,"" where everything is in monochrome. the story follows tanaka satou, a junior high school teacher. all his students share the same name of hiroshi abe. both the teacher and students wear a white, skin-tight garment that covers the entire body, including hands, feet and face. a new character, black teacher, is introduced and reveals the existence of the kuro chuu-gakusei, an all-black version of the planet.",['Comedy'],
38743,Korasho no Kaitei Wakuwaku Daibouken! Movie,Unknown,映画コラショの海底わくわく大冒険!,,"Adventure, Kids, Fantasy",Movie,1.0,"Feb 1, 2019",,2019,Unknown,Benesse Corporation,TMS Entertainment,Other,,PG - Children,15145.0,15328,174,0,"The character Korosho, a spirit of a randsell backpack, is from Benesse's ""Shinken Zemi Shogaku Kouza"" correspondence course for early elementary schoolers. The film is a collaboration with the Japan Agency for Marine-Earth Science and Technology (JAMSTEC) and Team Kuroshio, a team of researchers and engineers dedicated to studying the ocean floor.",https://cdn.myanimelist.net/images/anime/1923/96731.jpg,6.51,5.1648,0.0,Adventure,"korasho no kaitei wakuwaku daibouken! movie movie source: other studio: tms entertainment adventure, kids, fantasy the character korosho, a spirit of a randsell backpack, is from benesse's ""shinken zemi shogaku kouza"" correspondence course for early elementary schoolers. the film is a collaboration with the japan agency for marine-earth science and technology (jamstec) and team kuroshio, a team of researchers and engineers dedicated to studying the ocean floor.","['Adventure', 'Kids', 'Fantasy']",
16796,Mujeokcheorin Rambot,Unknown,무적철인 람보트,,"Action, Mecha, Shounen, Space",Movie,1.0,1985,,1985,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,Unknown,15696.0,15331,174,0,"Mujeokcheorin Rambot is an Movie production exploring Action, Mecha, Shounen, Space.",https://cdn.myanimelist.net/images/anime/5/45136.jpg,6.51,5.1648,0.0,Action,"mujeokcheorin rambot movie action, mecha, shounen, space mujeokcheorin rambot is an movie production exploring action, mecha, shounen, space.","['Action', 'Mecha', 'Shounen', 'Space']",
37453,Time on the Planet,Unknown,TIME ON THE PLANET,,Dementia,Special,1.0,2016,,2016,Unknown,Unknown,Unknown,Original,30 sec.,G - All Ages,12487.0,15348,174,0,"The sun rises in one place and the sun sets in another. When a woman's hair grows up, a man shaves off her elongated beard. Even if the time is different, the time passes in the same way anywhere. The earth turns and the sun rises again. Each of the frames has a structure that loops indefinitely.",https://cdn.myanimelist.net/images/anime/1532/90975.jpg,6.51,5.1648,0.0,Dementia,"time on the planet special source: original dementia the sun rises in one place and the sun sets in another. when a woman's hair grows up, a man shaves off her elongated beard. even if the time is different, the time passes in the same way anywhere. the earth turns and the sun rises again. each of the frames has a structure that loops indefinitely.",['Dementia'],
38913,Hyper Sweet Power,HYPER SWEET POWER,HYPER SWEET POWER,,Music,Music,1.0,2008,,2008,Unknown,Unknown,Unknown,Other,3 min.,G - All Ages,14548.0,15363,174,0,usic video directed by Mitsuyuki Ishibashi for the song HYPER SWEET POWER by TsuShiMaMiRe (TSMMR). It was produced by Cartoon Network Japan for the 10th anniversary of The Powerpuff Girls in 2008.,https://cdn.myanimelist.net/images/anime/1577/97910.jpg,6.51,5.1648,0.0,Music,hyper sweet power music source: other music usic video directed by mitsuyuki ishibashi for the song hyper sweet power by tsushimamire (tsmmr). it was produced by cartoon network japan for the 10th anniversary of the powerpuff girls in 2008.,['Music'],
36293,Uchuu no Uta,Unknown,うちゅうのうた,,"Music, Space, Kids",Music,1.0,"Apr 4, 1986",,1986,Unknown,NHK,Unknown,Original,2 min.,G - All Ages,12678.0,15358,174,0,oung boy looks upon star constellations.,https://cdn.myanimelist.net/images/anime/5/87679.jpg,6.51,5.1648,0.0,Music,"uchuu no uta music source: original music, space, kids oung boy looks upon star constellations.","['Music', 'Space', 'Kids']",
40202,Kamo ga Suki,I Like Ducks,鴨が好き,5.77,"Comedy, Dementia",ONA,1.0,"Apr 6, 2017",,2017,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,8946.0,15337,174,0,"One sunny afternoon, a middle-aged man goes on a walk to feed some ducks.",https://cdn.myanimelist.net/images/anime/1171/102389.jpg,6.51,5.1648,0.0,Comedy,"kamo ga suki i like ducks ona source: original comedy, dementia one sunny afternoon, a middle-aged man goes on a walk to feed some ducks.","['Comedy', 'Dementia']",0.5341
30228,Chel-in sacheon-wang,Unknown,철인 사천왕,,"Action, Sci-Fi",Movie,1.0,"Feb 13, 1999",,1999,Unknown,Unknown,Unknown,Unknown,1 hr. 15 min.,PG-13 - Teens 13 or older,13578.0,15338,174,0,"Chel-in sacheon-wang is an Movie production exploring Action, Sci-Fi.",https://cdn.myanimelist.net/images/anime/9/72620.jpg,6.51,5.1648,0.0,Action,"chel-in sacheon-wang movie action, sci-fi chel-in sacheon-wang is an movie production exploring action, sci-fi.","['Action', 'Sci-Fi']",
16820,Lightning Atom,Unknown,번개아텀,,"Action, Kids, Super Power",Movie,1.0,1971,,1971,Unknown,Unknown,Unknown,Unknown,1 hr. 20 min.,Unknown,15299.0,15335,174,0,The story of a young boy who uses his electric super powers to help the innocent.,https://cdn.myanimelist.net/images/anime/9/45160.jpg,6.51,5.1648,0.0,Action,"lightning atom movie action, kids, super power the story of a young boy who uses his electric super powers to help the innocent.","['Action', 'Kids', 'Super Power']",
35227,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,Unknown,秋田県立いぶり学校中等部 WEB版おまけ,,Comedy,ONA,27.0,"Mar 13, 2017 to Dec 30, 2017",,2017,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,13244.0,15315,174,0,"ourism promotional anime for the Akita prefecture. Highlighting Akita cuisine, actors, landmarks, etc. through the banter of two high school friends who are a red oni and an akita (dog breed). The web release expands on each respective episode of the TV release by giving more in-depth information.",https://cdn.myanimelist.net/images/anime/13/84868.jpg,6.51,5.1648,0.0,Comedy,"akita kenritsu iburi gakkou chuutou-bu: web-ban omake ona source: original comedy ourism promotional anime for the akita prefecture. highlighting akita cuisine, actors, landmarks, etc. through the banter of two high school friends who are a red oni and an akita (dog breed). the web release expands on each respective episode of the tv release by giving more in-depth information.",['Comedy'],
36063,Universal Mind,Universal Mind,Universal Mind,,Music,Music,1.0,"Sep 8, 2016",,2016,Unknown,Hipland Music Corporation,Onionskin,Music,3 min.,G - All Ages,12700.0,15351,173,0,"music video for Predawn's song ""Universal Mind.""",https://cdn.myanimelist.net/images/anime/13/87180.jpg,6.51,5.1591,0.0,Music,"universal mind music source: music studio: onionskin music music video for predawn's song ""universal mind.""",['Music'],
27579,Mii-chan no Tenohira,Unknown,みいちゃんのてのひら,,"Historical, Drama",Movie,1.0,"May 29, 1993",,1993,Unknown,Magic Bus,Unknown,Unknown,20 min.,G - All Ages,15547.0,15369,173,0,Based on the book by Kikuko Inaba.,https://cdn.myanimelist.net/images/anime/7/66783.jpg,6.51,5.1591,0.0,Historical,"mii-chan no tenohira movie historical, drama based on the book by kikuko inaba.","['Historical', 'Drama']",
